galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
1000000,UGCA 92,0.6893163088485981,65.63809121028926,15088.072864817044,0.8867526268365895,15.136625821863033,12.777039242877654,0.7519313320010379,0.8482234632899295,157.18916061485075,110.01052949903021,95.88655518627957,25.6017821539234,714.2976709349672,87.22710142960878,121.47547588648727,103.2373072226381,11.307610027289323,403.7054076917312,58.626448026694355,58.116664976476365,65.96715586989723,21.479553168195714,84.37881216941469,118.84577796623913,2.8277385894225966,52.4683764930941,38.711023255598256,28.01884100043809,68.66904752702168,67.2148422500957,79.25724832054857,72.81569766509149,46.796036475003405,29.628991603846877,51.24702981482483,2.9812040810384124,67.43898024898984,505.958692547669,608.3679874525408,35.11094030490723,22.54615100792872,16571.267082926162,6238.0687992441735,16.2067282435976,98.80354463189579,42.773858015184075,6.0901980063219225,10.753216751959302,12.565654173976483,17.433847564611934,15.525418968207536,558.9253270164672,34.414727655390266,44898.52808349898,17637.985393427418,73.5036919961249,207.50534294831212,70.01186182697309,81.20566822489447,21.678292809614433,8.454838454892897,88.25201194474974,60560.18458221378,115.37661880348207,686.7855146303106,75.90336381772008,36.05915734469604,11.294664502268656,0.8121981055130645,0.7529205391941836,0.9961407701425942,114.11004825434188,156.34487290934788,9.792015390811716,18.591265543249875,30.336116002398096,0.5035746348592629,0.050369234838080416
1000000,UGC 4483,0.6902725566723567,62.43811064136033,22524.65215157436,0.5205197953266238,12.659825459931335,7.604448485501777,0.6082619146707178,0.5778140969861567,189.64277845579983,63.09444637667218,34.25879063956192,22.066724482730926,666.5462690084645,52.943184381297435,166.43998202557094,93.59321140082243,15.998529089571294,531.0408357304461,54.86200953427667,59.916811356789744,65.97910952273578,69.24961050766258,104.45729944697531,141.7696827177499,2.8013154383541305,111.52097998040584,11.733611541146484,56.4810697373902,89.10974980543543,97.48979604011716,70.33398517889492,90.37259740868893,87.4591514585042,22.16473090275764,65.82363405764775,2.019774532349756,14.849357149639447,428.6939413063428,484.1696023970623,63.01969374923132,34.01654164392133,25219.772319046257,7449.707837182926,14.539115472001052,106.38334030469387,13.410605690803935,20.759797333928066,6.400467102983668,8.023802115073602,11.47955137695716,14.950634168492039,613.2166925988179,89.16029436111937,21161.54724543372,11731.399060520833,54.855627928803756,94.53948028696985,48.48868230122169,51.528548271941865,17.844499932050034,13.004627208026939,54.51442321978446,93835.33728912221,119.25618707024012,300.7304587516227,49.53909323236454,31.372611687599893,5.540215584594061,0.5054835726580058,0.6367870225869671,0.9006653660782725,174.9501958106247,166.6493981523067,21.369379762221207,2.258940594806943,20.659665930255088,0.8248636096035655,0.04791987903722839
1000000,Indus II,1.0558237331656977,87.57247435639398,35478.761083790734,0.8895946718781422,18.034258900951432,12.481259715553374,0.9516475025649858,0.9671201775673932,100.92407795359787,108.92246594936749,137.15790784283172,34.109642866447594,1169.1039064720112,105.70053593258758,58.006436439042815,43.61257226919834,20.042033702725746,686.6309010274703,12.27790021109833,83.49675469730172,88.01437017198359,20.02025054000764,69.57105742267282,95.22157563783804,2.4281580931787445,63.14055744698042,14.079686619556387,32.532784960214016,75.58693019838924,54.12710824299289,66.94748877222165,85.39428508582245,69.02384577645579,43.70266039501215,42.912503833493744,2.6638264659600095,44.37257099716137,123.92861924186904,255.34200127669243,16.16601732670913,15.048297597233114,24341.3839683646,10402.891498341152,15.247074704120633,109.24130314857628,19.340466277773658,13.049620085788392,12.520898853961265,12.538212829437105,19.61561649335146,16.403521446328178,488.6187260236807,55.86940112287549,47974.286851507626,21341.753883560377,116.67764529909132,146.01274161583564,86.24852030152573,101.88116970264015,29.190091080062324,6.614812223246869,97.3384523829173,103595.40762088305,119.68920069925085,183.1562769166341,64.47997064376415,40.31136253954213,9.452410277023091,0.9758013917546252,0.9119069387857874,1.0069702695426916,90.40389962864236,55.71525371744917,19.438685457361274,3.4887549605548487,28.197710409720354,0.6025277337387459,0.08517683297824108
1000000,Carina III,1.0615961661820317,85.1289765053802,21120.55219908868,0.6795800929571082,15.279955687970185,13.2286576901037,0.7795310252834163,0.9506478808273712,123.07656629153108,123.08802712650512,124.07632454669366,28.188252189939572,911.6380357666992,96.10834111099598,97.56257974226143,66.77779886406472,21.09116437753853,676.0572974769367,44.545294117712814,72.45529989512157,81.19854576301447,96.02740423687695,76.13453645691129,79.90402270705731,2.845784076563572,52.06866741255941,19.248903029652432,63.28116636111859,68.57232621833795,65.1117629530154,51.95023555268335,75.11185103192244,57.1104731515762,38.59631298717236,46.561154226107064,2.5820820182627062,20.733538782644548,194.56025519844445,288.5709414505196,27.88785236012025,14.043205292205329,28308.673245912247,8701.032076805082,20.60922697292159,104.10254994417679,11.730682997025173,13.378170852346752,17.644596043885034,12.705936356597268,14.626766967037135,14.738884655600367,326.4007792029665,33.19084891480531,37586.942343871655,21004.92683439032,126.59951564316505,68.96201464878901,112.42623901362707,116.71634697901285,35.34742498041594,18.060269339441547,112.8104546579898,80246.97538976223,110.94382425936571,225.17506800989966,65.94635756738322,18.29706580246077,9.620653262383886,0.834896515788649,0.8375012648002865,1.059592728737066,160.45966223700003,145.50584521507338,4.419404872942465,2.969703805896576,15.128144910562865,0.6593671764496674,0.08124823625072307
1000000,Tucana IV,0.691073714104954,65.6790705613326,20590.60826617316,0.5450874378611207,9.58199022105591,6.505547051879457,0.580999058247489,0.4321981359091652,178.1181962800406,81.21178425263534,45.302029507992614,36.193843636791975,301.1539202901341,54.60788217241654,199.06469553203357,110.31454734896104,11.962228634524564,279.50464872038987,83.23581442133346,60.34210536256681,67.83032753424392,73.01865546255905,108.36484955655857,156.03480109115284,2.4884323144660563,125.8583207822448,6.281889272992525,77.20344753582467,80.14499734259954,84.01216697783372,54.287474286720546,90.20507310086357,86.287079873047,66.2040632607734,58.049734736045025,0.6115359348114427,20.078084501993086,356.72815600505754,443.312555479961,42.66114323159307,20.99279711087939,17029.094689992686,3833.891305042511,3.91478988348714,99.91314798423063,20.470340938653226,6.017408735336063,4.480940476395128,6.470136428050887,7.646560170804133,11.844613001085136,816.247470362517,101.21468614808028,15360.866797706003,16157.564439438553,35.426326227834686,67.73655910491303,40.73934364090986,35.71789818573328,37.56942425619893,12.526483478293947,24.592294036517025,63499.51965143753,95.59561924999693,219.31020635370857,89.33886232157052,16.902675848572322,5.323853497227383,0.5314975335032168,0.6268365189424208,0.8136235872718032,146.87766999346803,161.67760082600677,18.719322121398964,7.723378475400286,40.96693891518625,0.764898256506016,0.04598533871059074
1000000,Leo IV Dwarf,0.9624864550151496,86.38106135662295,49429.904694219316,1.1149514215128955,19.239321557908067,14.346107612449892,1.0943843038058318,1.0627362565421998,65.83172618841667,132.94845150521613,142.30677280462837,32.01077931314225,1078.7585980107974,107.30926181553605,40.95492551276925,27.00308102705193,34.13215730963665,353.1248041497098,38.90384702136938,85.59163164030927,94.60862102344238,128.32295086484422,60.76026671842153,69.64052342958239,2.8163174201612184,23.42240014519425,13.065465854325359,30.798489700039397,68.70115549521886,91.54585895206722,89.25453920433633,75.52948426647845,76.1915712839248,35.538237590069386,65.53447867460713,2.2148379042324207,15.643765054162008,220.86359584990714,221.7204584918283,10.35966707753459,12.19621955189982,66558.0860543096,7915.141055023967,37.33295315500752,147.5709612052538,48.962054133615034,5.521393610345842,16.172705652741403,13.871994038040194,20.463314711811012,19.745544433490988,453.1783798566605,25.690114739255446,85251.99938976206,38327.94980077649,160.38581006655667,231.59793020861008,115.10069210329296,126.73938495620578,32.198963659749474,12.008341345580629,83.22365682671227,76673.17133627982,113.78743046506928,197.8193408208387,80.56624628217914,63.07393839665543,11.15166432923204,1.057714705406378,1.0210574564730446,1.0388251690934087,47.382402691323264,59.89784903106158,22.80085108659008,1.5893774215862808,18.799980757329823,0.17300971977819074,0.2156128844114139
1000000,Andromeda XXV,0.8768246173084997,75.2679128450456,32435.78063528006,0.8016530841153422,15.391552042455508,10.582659705802893,0.7968278536719421,0.7975903605189556,198.5815428614229,101.92175224219572,115.065438992028,31.258527570587678,1028.5865439780723,48.04313975195507,129.29560387985381,82.53112482512378,17.36748613879275,433.18664107442436,33.63924133184997,69.85730319675483,74.79593026083651,60.59433104651067,79.74997769912997,141.49695105814362,2.7812697892745715,99.00467548011824,17.49283222571101,50.58929725375664,69.03483180142696,44.041185072937424,76.6391820558458,90.28474586725656,58.52667372472562,115.47611421872877,46.888094113123046,2.4109971060015716,42.640617265027686,323.86857320336264,385.8872203728299,29.121931701540532,9.970776162133998,16065.734975448553,7246.332674947542,16.22954266513235,272.7044899009699,26.66493924190595,8.995173991073703,8.620056185183786,11.416281298493814,15.885177297497805,13.444196525893862,462.6398838808888,70.92053573948397,32590.32178658194,12221.317174985248,108.92881373577069,151.92340987926255,79.92721232337814,65.44056607620689,30.57505104086771,11.222371204195118,91.63956029255638,131873.74107559767,119.27807934803712,208.38676120558486,44.6149282098329,39.14492922897657,4.642996762844659,0.7285809763041192,0.6993329194932533,1.030183775284918,123.87869948730132,144.5844507806533,19.376929093109073,5.361468934561797,21.773280908084725,0.7971392192771962,0.05722724172266847
1000000,ESO 294-010,0.9900166261683699,84.69920415601712,80410.53490168562,1.2536114318352594,20.562997551727587,16.23593704482227,1.1174658182041362,1.09702774726611,49.95280177438312,111.46108190424285,140.45598868003378,28.08493099492097,1018.6076612020724,89.04389000676613,47.95197301418249,43.44375154235065,27.434550577957395,370.22503074318115,39.63078036033915,81.50783711338094,93.56298774101595,77.07354928715088,62.59088762177042,52.81729097775834,1.8126973209945805,60.55709478606697,8.528463024372684,39.28679277145928,77.91054714468476,75.3164239746663,94.4749643032297,83.66500515000335,77.33588949696978,54.34358372202917,58.9689931778851,2.2920064077135227,26.094481748347558,88.51888922707786,234.88132059118087,32.37259668381727,20.232636011712927,83746.39890769603,11114.83745386976,14.973136348669795,151.26105778723092,42.317927237500655,20.75119294729061,16.109731203975933,14.093615927097671,21.99325435166543,20.204127803282987,447.01737732419264,99.33993120460876,91964.10327555797,54528.047429616905,114.85252239609044,168.3694200357161,91.39445276546309,113.7555943539258,28.28997269883207,3.945872976196749,108.40919473602196,147799.37508639475,131.3593726403748,143.0645153774224,115.67189381065971,87.2049929472266,10.960089989220123,1.011479461877714,1.0675604779091126,1.0998000703517856,53.28834456905136,56.44803208763243,35.287687915804135,4.342623378208773,35.01407901457697,0.28433590035119005,0.27969277200705106
1000000,"Leo A (Leo III, DDO 69)",0.8977113008061544,71.65595000337159,24108.01752140063,0.7805856293890343,10.608552287298496,8.383322104268927,0.8226546849912695,0.5107162700368297,180.10684037088322,110.21123836421872,91.12738422083807,28.178670340524405,820.6116677152437,71.82046508350676,122.5842555774135,73.9471366451146,18.39736113587097,322.5906463213392,95.40363597269877,75.01874001340708,84.31922403445155,53.63267988249782,125.6884810786636,182.585679300992,2.425086299783625,79.21296240395385,8.702440518775763,61.033213680661895,69.73159386474066,51.188568431969784,52.37425535768716,90.63638714305715,76.61228815873905,56.2472439340325,60.247872465846655,1.973694641963044,18.526559991936335,239.2779831888556,330.81903032291075,29.49903445540661,14.054132056130008,25685.78095702521,9455.3463279058,6.378806721675504,112.85898586431448,18.456985230688254,12.1674228429649,7.423609013873336,7.7057810378621925,11.358913423626273,11.416003780616595,581.3727156495083,95.35416284111065,37461.77541620012,22591.129696730048,84.57535214119305,100.69391374096807,68.81181325535694,44.89069909142038,23.006515422108922,8.550806254923955,48.28841927621361,43721.134864271946,108.18993046995804,231.28889678261848,37.92577352810077,29.49887371938848,8.263536980443966,0.7663939074164925,0.7034818776657168,0.9654346032388024,162.44066248454604,173.01478537437396,16.161991558020073,4.688799355819507,17.15195392683344,0.7665755165795161,0.05190296302913098
1000000,Boötes I,0.6573140468877563,59.84380234003172,25818.066942095,0.8961169515805576,15.813562918997519,10.451238653495928,0.6486774338747259,0.82987929894468,179.7373373051095,80.44816082102108,70.73392010471694,41.76926837714065,155.59393266306267,72.02276272065349,134.90575358171992,65.90890915830082,12.44452752549996,491.6896485862553,58.41692238379166,56.17981103029201,61.4688057034604,53.48216554878334,97.45782867312643,117.23586497504962,2.6385052746415925,44.3995153898362,21.968220635950004,40.44371187862366,70.36192605356418,67.80380748141113,72.10103561459968,77.3540750567592,59.60855593628777,52.98900927814079,57.042050875553024,1.868009989443273,47.76502253729041,670.5924558406916,743.6395758428044,29.42296085697731,8.820195980302833,27611.17495721564,7426.787000604903,14.781898770219787,165.62136580071132,28.716940330134076,8.027459842276027,10.815297839824192,10.565733340253736,16.770967169092796,13.869093832907875,704.3755944839328,69.9191897302189,28449.1383124942,20456.64149110989,49.03963194540687,-13.410111053288505,97.66982325031404,88.20879013221409,30.448396794112767,6.340563871004325,110.55673256761948,41387.10873631412,128.82677996726486,1065.138403165637,54.316810911968425,35.28383497615635,7.762798571902745,0.7489603374581133,0.7330139895173272,1.0894829098572996,134.7680504980096,148.50386851025297,53.01180409136714,31.554235959459373,34.89223100891089,0.7849723311770929,0.04845301410045609
